"id"	"long"	"lat"
995	-78.435696	36.901357
996	-77.80705	36.785747
997	-77.182026	36.667148
998	-76.560694	36.545621
999	-121.953504	36.972189
1000	-121.331005	37.097629
1001	-120.704683	37.22013
1002	-120.074606	37.33963
1003	-119.440846	37.456068
1004	-118.803476	37.569383
1005	-118.162577	37.679517
1006	-117.518228	37.786412
1007	-116.870516	37.890009
1008	-116.219529	37.990254
1009	-115.565359	38.087092
1010	-114.9081	38.180469
1011	-114.247851	38.270334
1012	-113.584715	38.356636
1013	-112.918795	38.439327
1014	-112.2502	38.51836
1015	-111.57904	38.59369
1016	-110.90543	38.665272
1017	-110.229486	38.733067
1018	-109.551328	38.797033
1019	-108.871077	38.857133
1020	-108.188858	38.913332
1021	-107.504799	38.965597
1022	-106.819028	39.013895
1023	-106.131677	39.058198
1024	-105.442879	39.09848
1025	-104.75277	39.134716
1026	-104.061485	39.166884
1027	-103.369163	39.194963
1028	-102.675945	39.218938
1029	-101.98197	39.238794
1030	-101.28738	39.254517
1031	-100.592319	39.266099
1032	-99.896928	39.273533
1033	-99.201352	39.276813
1034	-98.505734	39.275938
1035	-97.810219	39.270909
1036	-97.114949	39.261727
1037	-96.420069	39.2484
1038	-95.725721	39.230936
1039	-95.032047	39.209344
1040	-94.339189	39.183639
1041	-93.647287	39.153835
1042	-92.956481	39.119952
1043	-92.266907	39.08201
1044	-91.578702	39.040031
1045	-90.892	38.994042
1046	-90.206934	38.94407
1047	-89.523634	38.890145
1048	-88.842229	38.832299
1049	-88.162844	38.770566
1050	-87.485603	38.704983
1051	-86.810628	38.635589
1052	-86.138035	38.562423
1053	-85.467942	38.485529
1054	-84.80046	38.40495
1055	-84.135699	38.320732
1056	-83.473766	38.232924
1057	-82.814765	38.141574
1058	-82.158794	38.046733
1059	-81.505953	37.948454
1060	-80.856334	37.846791
1061	-80.210028	37.741798
1062	-79.567121	37.633532
1063	-78.927699	37.522051
